id_hogar,sexo,edad,genero,ascendencia,parentesco,estado_laboral,nper,sueldo,busca_otro_trabajo,actividad,asistencia alguna vez a enseñanza,edu preescolar,edu primaria,edu media,edu técnica,edu univ o simil,edu terciario no uni,edu posgrado,edu mag prof,parentesco_num,es_madre,hijos
31079,Femenino,28.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,27000.0,No,Enseñanza pre primaria y primaria,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,0.0,Asiste actualmente,6,madre,0
3112,Femenino,60.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,42000.0,Sí,Actividades de la administración pública en general,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,Asiste actualmente,No asistió,6,madre,1
31121,Femenino,62.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,6000.0,No,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,2
31123,Femenino,62.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,10000.0,No,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,2
31127,Femenino,62.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,10000.0,No,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,2
31131,Femenino,24.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,19000.0,No,Restaurantes y otros servicios de comidas móviles,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,0.0,No asistió,6,madre,1
31134,Femenino,24.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,18000.0,No,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,0.0,No asistió,6,madre,1
31135,Femenino,24.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,18000.0,No,Restaurantes y otros servicios de comidas móviles,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,0.0,No asistió,6,madre,1
31139,Femenino,61.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,27000.0,No,Actividades de la administración pública en general,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,0.0,No asistió,6,madre,1
31140,Femenino,25.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,14000.0,Sí,Comercio al por menor en almacenes no especializados,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,0.0,No asistió,6,madre,1
31141,Femenino,61.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,27000.0,No,Actividades de la administración pública en general,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,0.0,No asistió,6,madre,1
31142,Femenino,61.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,27000.0,No,Actividades de las comisiones de fomento escolares y liceale,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,0.0,No asistió,6,madre,1
31143,Femenino,25.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,14500.0,No,Comercio al por menor de alimento,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,0.0,No asistió,6,madre,1
31162,Femenino,32.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,32000.0,No,Enseñanza pre primaria y primaria,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,No asistió,"Sí, asistió",6,madre,1
31163,Femenino,58.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,25000.0,No,Actividades de los hogares en calidad de empleadores de pers,Sí,No asistió,"Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,0.0,No asistió,6,madre,2
31164,Femenino,52.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,32000.0,No,Otras actividades relacionadas con la salud humana,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,1
31166,Femenino,32.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,30000.0,No,Enseñanza pre primaria y primaria,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,No asistió,"Sí, asistió",6,madre,1
31168,Femenino,32.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,34000.0,No,Enseñanza pre primaria y primaria,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,No asistió,"Sí, asistió",6,madre,1
31170,Femenino,32.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,32000.0,No,Enseñanza pre primaria y primaria,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,No asistió,"Sí, asistió",6,madre,1
31186,Femenino,47.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,22000.0,No,Fabricación de otros productos de cerámica y porcelana,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,2
3119,Femenino,60.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,49000.0,No,Actividades de la administración pública en general,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,Asiste actualmente,No asistió,6,madre,1
31200,Femenino,26.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,27000.0,Sí,Actividades de hospitales,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,No asistió,6,madre,1
31204,Femenino,26.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,28000.0,Sí,Actividades de hospitales,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,No asistió,6,madre,1
31205,Femenino,26.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,27000.0,No,Actividades de hospitales,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,No asistió,6,madre,1
31236,Femenino,44.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,9128.0,No,Transporte de carga por carretera,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,0.0,No asistió,6,madre,2
31243,Femenino,44.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,9358.0,No,Transporte de carga por carretera,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,0.0,No asistió,6,madre,2
31247,Femenino,59.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,16000.0,No,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",0.0,0.0,0.0,0.0,6,madre,0
31249,Femenino,29.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,25000.0,No,"Otras actividades de trabajo social sin alojamiento, n.c.p.",Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,"Sí, asistió",No asistió,"Sí, asistió",6,madre,0
3125,Femenino,60.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,49000.0,No,Actividades de la administración pública en general,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,Asiste actualmente,No asistió,6,madre,1
31286,Femenino,52.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,45000.0,No,"Transporte terrestre de pasajeros del área urbana, suburbana",Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,1
31288,Femenino,52.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,40000.0,No,"Transporte terrestre de pasajeros del área urbana, suburbana",Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,1
31291,Femenino,52.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,48000.0,No,"Transporte terrestre de pasajeros del área urbana, suburbana",Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,1
31308,Femenino,37.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,17000.0,No,Otro comercio al por menor de productos nuevos,Sí,"Sí, asistió","Sí, asistió",No asistió,No asistió,0.0,0.0,0.0,0.0,6,madre,1
31309,Femenino,32.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,28000.0,No,Depósito y almacenaje,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",0.0,0.0,0.0,0.0,6,madre,0
3131,Femenino,60.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,50000.0,No,Actividades de la administración pública en general,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,Asiste actualmente,No asistió,6,madre,1
31311,Femenino,37.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,16500.0,No,Restaurantes y otros servicios de comidas móviles,Sí,"Sí, asistió","Sí, asistió",No asistió,No asistió,0.0,0.0,0.0,0.0,6,madre,1
31312,Femenino,32.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,30000.0,No,Depósito y almacenaje,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",0.0,0.0,0.0,0.0,6,madre,0
31314,Femenino,38.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,6000.0,No,Restaurantes y otros servicios de comidas móviles,Sí,"Sí, asistió","Sí, asistió",No asistió,No asistió,0.0,0.0,0.0,0.0,6,madre,1
31315,Femenino,32.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,28000.0,No,Depósito y almacenaje,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",0.0,0.0,0.0,0.0,6,madre,0
31317,Femenino,36.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,37800.0,No,Actividades de hospitales,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,No asistió,No asistió,6,madre,4
31320,Femenino,36.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,37800.0,No,Actividades de hospitales,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,No asistió,No asistió,6,madre,4
31321,Femenino,36.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,37800.0,No,Actividades de hospitales,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,No asistió,No asistió,6,madre,4
31322,Femenino,44.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,40000.0,No,Enseñanza pre primaria y primaria,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,No asistió,"Sí, asistió",6,madre,1
31323,Femenino,44.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,40000.0,No,Enseñanza pre primaria y primaria,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,No asistió,"Sí, asistió",6,madre,1
31343,Femenino,35.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,40000.0,No,Matanza de ganado y otros animales,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,2
31358,Femenino,36.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,27000.0,No,Matanza de ganado y otros animales,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,2
31367,Femenino,35.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,40000.0,No,Matanza de ganado y otros animales,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,2
31372,Femenino,36.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,40000.0,No,Matanza de ganado y otros animales,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,2
31402,Femenino,27.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,30000.0,No,Matanza de ganado y otros animales,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,1
31404,Femenino,27.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,30000.0,No,Matanza de ganado y otros animales,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,1
31416,Femenino,28.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,15000.0,No,Enseñanza pre primaria y primaria,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",0.0,0.0,0.0,0.0,6,madre,0
31417,Femenino,28.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,15000.0,No,Enseñanza pre primaria y primaria,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",0.0,0.0,0.0,0.0,6,madre,0
31418,Femenino,28.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,15000.0,No,Enseñanza pre primaria y primaria,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",0.0,0.0,0.0,0.0,6,madre,0
3142,Femenino,58.0,Mujer,Afro o negra,Jefe/a de hogar,Ocupados,1.0,37000.0,No,Otras actividades complementarias de transporte,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,No asistió,6,madre,1
3143,Femenino,58.0,Mujer,Afro o negra,Jefe/a de hogar,Ocupados,1.0,33258.0,No,Otras actividades complementarias de transporte,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,No asistió,6,madre,1
3144,Femenino,58.0,Mujer,Afro o negra,Jefe/a de hogar,Ocupados,1.0,31000.0,No,Otras actividades complementarias de transporte,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,No asistió,6,madre,1
3145,Femenino,58.0,Mujer,Afro o negra,Jefe/a de hogar,Ocupados,1.0,31000.0,No,Otras actividades complementarias de transporte,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,No asistió,6,madre,1
31460,Femenino,56.0,Mujer,Afro o negra,Jefe/a de hogar,Ocupados,1.0,20000.0,No,"Otras actividades de trabajo social sin alojamiento, n.c.p.",Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",0.0,0.0,0.0,0.0,6,madre,3
3150,Femenino,28.0,Mujer,Indígena,Jefe/a de hogar,Ocupados,1.0,26000.0,Sí,"Otras actividades de trabajo social sin alojamiento, n.c.p.",Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,Asiste actualmente,No asistió,0.0,No asistió,6,madre,0
31523,Femenino,55.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,4500.0,No,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,0
31526,Femenino,56.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,3600.0,No,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,0
31528,Femenino,56.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,3600.0,No,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,0
31532,Femenino,56.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,3600.0,No,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,0
31537,Femenino,47.0,Mujer,Afro o negra,Jefe/a de hogar,Ocupados,1.0,15000.0,Sí,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",0.0,0.0,0.0,0.0,6,madre,2
31539,Femenino,47.0,Mujer,Afro o negra,Jefe/a de hogar,Ocupados,1.0,20000.0,No,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",0.0,0.0,0.0,0.0,6,madre,2
31541,Femenino,46.0,Mujer,Afro o negra,Jefe/a de hogar,Ocupados,1.0,7500.0,Sí,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",0.0,0.0,0.0,0.0,6,madre,2
31543,Femenino,59.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,46000.0,No,"Actividades de contabilidad, teneduría de libros y auditoría",Sí,No asistió,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,0.0,No asistió,6,madre,1
31548,Femenino,60.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,54000.0,No,"Actividades de contabilidad, teneduría de libros y auditoría",Sí,No asistió,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,0.0,No asistió,6,madre,1
3155,Femenino,37.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,44000.0,No,Comercio al por mayor de otros artículos domésticos,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,0.0,No asistió,6,madre,2
31552,Femenino,60.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,54000.0,No,"Actividades de contabilidad, teneduría de libros y auditoría",Sí,No asistió,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,0.0,No asistió,6,madre,1
3157,Femenino,30.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,58000.0,No,Actividades de las comisiones de fomento escolares y liceale,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,6,madre,0
31591,Femenino,35.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,38000.0,Sí,Actividades de hospitales,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,0.0,"Sí, asistió",6,madre,0
31594,Femenino,35.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,28000.0,No,Actividades de hospitales,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,0.0,"Sí, asistió",6,madre,0
31605,Femenino,35.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,8005.0,Sí,Pintado y empapelado de edificios,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,1
3161,Femenino,37.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,44000.0,No,Comercio al por mayor de otros artículos domésticos,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,0.0,No asistió,6,madre,2
3162,Femenino,28.0,Mujer,Indígena,Jefe/a de hogar,Ocupados,1.0,25000.0,Sí,Otras instituciones residenciales de cuidado,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,Asiste actualmente,No asistió,0.0,No asistió,6,madre,0
31622,Femenino,33.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,8000.0,Sí,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,3
3164,Femenino,30.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,60000.0,No,Actividades de las comisiones de fomento escolares y liceale,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,6,madre,0
31651,Femenino,35.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,24000.0,No,Otro tipo de instalaciones de construcción,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",0.0,0.0,0.0,0.0,6,madre,3
31655,Femenino,35.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,24000.0,No,Otro tipo de instalaciones de construcción,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",0.0,0.0,0.0,0.0,6,madre,3
31659,Femenino,35.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,24000.0,No,Otro tipo de instalaciones de construcción,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",0.0,0.0,0.0,0.0,6,madre,3
31667,Femenino,43.0,Mujer,Afro o negra,Jefe/a de hogar,Ocupados,1.0,36000.0,No,Actividades de hospitales,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,1
31671,Femenino,44.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,24000.0,No,Actividades de hospitales,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,0.0,No asistió,6,madre,2
31672,Femenino,41.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,42700.0,No,Actividades de hospitales,Sí,No asistió,"Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,2
31673,Femenino,41.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,27500.0,No,Actividades de hospitales,Sí,No asistió,"Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,2
31675,Femenino,49.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,8000.0,No,Comercio al por menor en puestos de venta y mercados de alim,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,0.0,No asistió,6,madre,2
31676,Femenino,49.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,18000.0,No,Comercio al por menor en puestos de venta y mercados de alim,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,0.0,No asistió,6,madre,2
31679,Femenino,49.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,18000.0,No,Comercio al por menor en puestos de venta y mercados de alim,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,0.0,No asistió,6,madre,2
3168,Femenino,38.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,44000.0,No,Comercio al por mayor de otros artículos domésticos,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,0.0,No asistió,6,madre,2
3169,Femenino,28.0,Mujer,Indígena,Jefe/a de hogar,Ocupados,1.0,24700.0,Sí,Instituciones dedicadas al cuidado del adulto mayor y discap,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,Asiste actualmente,No asistió,0.0,No asistió,6,madre,0
31704,Femenino,32.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,18000.0,Sí,Depósito y almacenaje,Sí,No asistió,"Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,2
3171,Femenino,30.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,60000.0,No,Actividades de las comisiones de fomento escolares y liceale,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,6,madre,0
31712,Femenino,35.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,16000.0,No,Restaurantes y otros servicios de comidas móviles,Sí,No asistió,"Sí, asistió",No asistió,No asistió,0.0,0.0,0.0,0.0,6,madre,1
31721,Femenino,30.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,26000.0,No,Enseñanza pre primaria y primaria,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,"Sí, asistió",No asistió,No asistió,6,madre,2
31722,Femenino,28.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,20000.0,No,"Comercio al por mayor de alimentos, bebidas y tabaco",Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,1
31725,Femenino,29.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,19000.0,No,"Comercio al por mayor de alimentos, bebidas y tabaco",Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,1
31728,Femenino,30.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,28000.0,No,Enseñanza pre primaria y primaria,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,"Sí, asistió",No asistió,No asistió,6,madre,2
31732,Femenino,31.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,20000.0,No,Enseñanza pre primaria y primaria,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,"Sí, asistió",No asistió,No asistió,6,madre,2
31735,Femenino,31.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,27000.0,No,Enseñanza pre primaria y primaria,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,"Sí, asistió",No asistió,No asistió,6,madre,2
3174,Femenino,64.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,30000.0,No,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió",No asistió,No asistió,0.0,0.0,0.0,0.0,6,madre,0
3175,Femenino,35.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,40000.0,No,Actividades jurídicas,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,No asistió,No asistió,6,madre,0
31766,Femenino,38.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,60000.0,No,Otras actividades complementarias de transporte,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,"Sí, asistió",No asistió,No asistió,6,madre,2
31777,Femenino,54.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,40000.0,No,Enseñanza secundaria de formación general,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,"Sí, asistió",No asistió,No asistió,6,madre,2
31778,Femenino,54.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,40000.0,No,Enseñanza secundaria de formación general,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,"Sí, asistió",No asistió,No asistió,6,madre,2
3179,Femenino,64.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,30000.0,No,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió",No asistió,No asistió,0.0,0.0,0.0,0.0,6,madre,0
318,Femenino,35.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,65000.0,No,Actividades de organizaciones empresariales y de empleadores,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,No asistió,No asistió,6,madre,0
